station_code,station_name,station_type,query,altitude,latitude,longitude,county,river_basin,data_source
TBI,TUOLUMNE R BL EARLY INTAKE NEAR MATHER,real-time,/cgi-progs/queryF?TBI,2200,37.881591796875,119.970184326172,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
TLA,TUOLUMNE R BLW LA GRANGE DAM (CAFG),real-time,/cgi-progs/queryF?TLA,162,37.66942,120.44377,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
LGN,TUOLUMNE R BLW LA GRANGE DAM NR LA GRANG,real-time,/cgi-progs/queryF?LGN,170,37.6663208007813,120.442138671875,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
TLS,TUOLUMNE R NEAR LUMSDEN CAMPGROUND,real-time,/cgi-progs/queryF?TLS,1421,37.83612,120.05367,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
THB,TUOLUMNE RIVER AT HICKMAN BRDG WATERFORD,real-time,/cgi-progs/queryF?THB,100,37.63603,120.75928,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
MOD,TUOLUMNE RIVER AT MODESTO,real-time,/cgi-progs/queryF?MOD,90,37.6268768310547,120.987991333008,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
TSB,TUOLUMNE RIVER AT SHILOH BRIDGE,real-time,/cgi-progs/queryF?TSB,36,37.60273,121.13138,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
TBS,TUOLUMNE RIVER NEAR BASSO BRIDGE,real-time,/cgi-progs/queryF?TBS,140,37.65067,120.49465,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
TCB,TUOLUMNE RIVER NEAR CARPENTER RD BRIDGE,real-time,/cgi-progs/queryF?TCB,48,37.6098,121.0319,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
TRH,TUOLUMNE RIVER NEAR HETCH HETCHY,real-time,/cgi-progs/queryF?TRH,3430,37.9374198913574,119.798233032227,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
TSF,TUOLUMNE RIVER NEAR SANTE FE BRIDGE,real-time,/cgi-progs/queryF?TSF,45,37.62291,120.89874,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
TID,TURLOCK IRRIGATION DISTRICT OFFICE,real-time,/cgi-progs/queryF?TID,100,37.501,120.854,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
TRN,TURNER CUT NEAR HOLT,real-time,/cgi-progs/queryF?TRN,0,37.9928,121.4542,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
TWC,TWEEDY CREEK,real-time,/cgi-progs/queryF?TWC,3620,35.221,118.471,KERN,CALIENTE CR,http://cdec.water.ca.gov/
TWT,TWITCHELL,real-time,/cgi-progs/queryF?TWT,692,34.983,120.317,SAN LUIS OBISPO,SANTA MARIA R,http://cdec.water.ca.gov/
UNI,UNION ISLAND,real-time,/cgi-progs/queryF?UNI,0,37.824,121.376,SAN JOAQUIN,DELTA,http://cdec.water.ca.gov/
UNV,UNION VALLEY,real-time,/cgi-progs/queryF?UNV,4870,38.864,120.438,EL DORADO,AMERICAN R,http://cdec.water.ca.gov/
UBC,UPPER BURNT CORRAL,real-time,/cgi-progs/queryF?UBC,9700,37.183,118.937,FRESNO,KINGS R,http://cdec.water.ca.gov/
UPT,UPPER TRUCKEE AT SOUTH LAKE TAHOE,real-time,/cgi-progs/queryF?UPT,6229,38.9224090576172,119.991569519043,EL DORADO,TRUCKEE R,http://cdec.water.ca.gov/
UTY,UPPER TYNDALL CREEK,real-time,/cgi-progs/queryF?UTY,11400,36.65,118.397,TULARE,KERN R,http://cdec.water.ca.gov/
VSB,VALLECITOS,real-time,/cgi-progs/queryF?VSB,635,37.5985,121.8193,ALAMEDA,SF BAY,http://cdec.water.ca.gov/
VAL,VALLEY CENTER,real-time,/cgi-progs/queryF?VAL,1370,33.2394,117.0142,SAN DIEGO,SAN LUIS REY R,http://cdec.water.ca.gov/
VLS,VALLEY SPRINGS 2 S.W.,real-time,/cgi-progs/queryF?VLS,831,38.178,120.857,CALAVERAS,CALAVERAS R,http://cdec.water.ca.gov/
VLY,VALYERMO,real-time,/cgi-progs/queryF?VLY,3780,34.446,117.851,LOS ANGELES,ANTELOPE VALLEY,http://cdec.water.ca.gov/
BRI,VAN DUZEN R NR BRIDGEVILLE AT GRIZZLY CR,real-time,/cgi-progs/queryF?BRI,358,40.4804153442383,123.89087677002,HUMBOLDT,VAN DUZEN R,http://cdec.water.ca.gov/
VNM,VAN MAREN,real-time,/cgi-progs/queryF?VNM,118,38.7,121.308,SACRAMENTO,SACRAMENTO R,http://cdec.water.ca.gov/
VVL,VAN VLECK,real-time,/cgi-progs/queryF?VVL,6700,38.945,120.305,EL DORADO,AMERICAN R,http://cdec.water.ca.gov/
VAN,VANDENBERG,real-time,/cgi-progs/queryF?VAN,1050,34.759,120.486,SANTA BARBARA,SANTA YNEZ R,http://cdec.water.ca.gov/
VEN,VENADO,real-time,/cgi-progs/queryF?VEN,1260,38.617,123.017,SONOMA,RUSSIAN R,http://cdec.water.ca.gov/
VNE,VENICE ISLAND,real-time,/cgi-progs/queryF?VNE,0,38.05,121.496,SAN JOAQUIN,DELTA,http://cdec.water.ca.gov/
VTC,VENTANA CONE,real-time,/cgi-progs/queryF?VTC,4750,36.3,121.714,MONTEREY,CARMEL R,http://cdec.water.ca.gov/
VTU,VENTURA COUNTY GOVERNMENT CENTER,real-time,/cgi-progs/queryF?VTU,280,34.268,119.209,VENTURA,SANTA CLARA R,http://cdec.water.ca.gov/
VFP,VENTURA RIVER - FOSTER PARK,real-time,/cgi-progs/queryF?VFP,200,34.35,119.31,VENTURA,VENTURA R,http://cdec.water.ca.gov/
VER,VERNALIS (USBR),real-time,/cgi-progs/queryF?VER,0,37.667,121.267,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
VCU,VICTORIA CANAL NEAR BYRON,real-time,/cgi-progs/queryF?VCU,0,37.8717,121.5283,SAN JOAQUIN,DELTA,http://cdec.water.ca.gov/
VIC,VICTORIA ISLAND,real-time,/cgi-progs/queryF?VIC,0,37.891,121.489,SAN JOAQUIN,DELTA,http://cdec.water.ca.gov/
VRN,VIEIRA RANCH,real-time,/cgi-progs/queryF?VRN,372,37.665,121.469,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
VRG,VIRGINIA LAKES RIDGE,real-time,/cgi-progs/queryF?VRG,9300,38.077,119.234,MONO,WALKER R,http://cdec.water.ca.gov/
VOL,VOLANTI,real-time,/cgi-progs/queryF?VOL,8,38.181,122.046,SOLANO,DELTA,http://cdec.water.ca.gov/
VLC,VOLCANIC KNOB,real-time,/cgi-progs/queryF?VLC,10050,37.388,118.903,FRESNO,SAN JOAQUIN R,http://cdec.water.ca.gov/
WCR,W-26 WILLOW CREEK AT REX RANCH,real-time,/cgi-progs/queryF?WCR,2300,37.1919,119.493,MADERA,SAN JOAQUIN R,http://cdec.water.ca.gov/
W14,W14 WILLOW CK DIV TO NO. 1 CONDUIT,real-time,/cgi-progs/queryF?W14,2472,37.2073,119.4973,MADERA,SAN JOAQUIN R,http://cdec.water.ca.gov/
WBN,WALKER BASIN,real-time,/cgi-progs/queryF?WBN,3230,35.382,118.546,KERN,CALIENTE CR,http://cdec.water.ca.gov/
WBE,WALKER BASIN (EAST),real-time,/cgi-progs/queryF?WBE,4220,35.384,118.412,KERN,CALIENTE CR,http://cdec.water.ca.gov/
WKP,WALKER PASS,real-time,/cgi-progs/queryF?WKP,5572,35.6658,118.0569,KERN,KERN R,http://cdec.water.ca.gov/
PDD,WALNUT CREEK AT PUDDINGSTONE DAM,real-time,/cgi-progs/queryF?PDD,1030,34.092,117.807,LOS ANGELES,SAN GABRIEL R,http://cdec.water.ca.gov/
WCY,WALNUT CREEK AT YGNACIO VALLEY ROAD,real-time,/cgi-progs/queryF?WCY,99,37.9069,122.0567,CONTRA COSTA,EAST BAY,http://cdec.water.ca.gov/
WLN,WALNUT CREEK SB,real-time,/cgi-progs/queryF?WLN,520,34.074,117.874,LOS ANGELES,SAN GABRIEL R,http://cdec.water.ca.gov/
WC3,WARD CREEK 3,real-time,/cgi-progs/queryF?WC3,6750,39.137,120.22,PLACER,LAKE TAHOE,http://cdec.water.ca.gov/
WRS,WARM SPRINGS (USACE),real-time,/cgi-progs/queryF?WRS,440,38.723,123.01,SONOMA,RUSSIAN R,http://cdec.water.ca.gov/
WSG,WARM SPRINGS (USFS),real-time,/cgi-progs/queryF?WSG,4020,34.583,118.55,LOS ANGELES,SANTA CLARA R,http://cdec.water.ca.gov/
WP3,WARNE POWER PLANT COOLING WATER RETURN,real-time,/cgi-progs/queryF?WP3,2600,34.6852,118.7881,LOS ANGELES,SANTA CLARA R,http://cdec.water.ca.gov/
WP2,WARNE POWER PLANT COOLING WATER SUPPLY,real-time,/cgi-progs/queryF?WP2,2600,34.6852,118.7881,LOS ANGELES,SANTA CLARA R,http://cdec.water.ca.gov/
WP5,WARNE POWER PLANT DISCHARGE SUMP PUMP,real-time,/cgi-progs/queryF?WP5,2600,34.6852,118.7881,LOS ANGELES,SANTA CLARA R,http://cdec.water.ca.gov/
WP4,WARNE POWER PLANT DRAINAGE SUMP,real-time,/cgi-progs/queryF?WP4,2600,34.6852,118.7881,LOS ANGELES,SANTA CLARA R,http://cdec.water.ca.gov/
WP1,WARNE POWER PLANT PENSTOCK 1,real-time,/cgi-progs/queryF?WP1,2600,34.6852,118.7881,LOS ANGELES,SANTA CLARA R,http://cdec.water.ca.gov/
WRT,WARTHAN CREEK,real-time,/cgi-progs/queryF?WRT,989,36.098,120.443,FRESNO,LOS GATOS CR (NEAR COALINGA),http://cdec.water.ca.gov/
WCN,WATER CANYON,real-time,/cgi-progs/queryF?WCN,5760,35.072,118.484,KERN,CALIENTE CR,http://cdec.water.ca.gov/
WSF,WEAPONS STATION FIRE,real-time,/cgi-progs/queryF?WSF,49,38.019,122.02,CONTRA COSTA,EAST BAY,http://cdec.water.ca.gov/
WVC,WEAVER CREEK NEAR WEAVERVILLE,real-time,/cgi-progs/queryF?WVC,1740,40.6854782104492,122.93424987793,TRINITY,TRINITY R,http://cdec.water.ca.gov/
WVR,WEAVERVILLE RS,real-time,/cgi-progs/queryF?WVR,2050,40.733,122.95,TRINITY,TRINITY R,http://cdec.water.ca.gov/
WED,WEED AIRPORT,real-time,/cgi-progs/queryF?WED,2930,41.478889,122.45472,SISKIYOU,SHASTA R,http://cdec.water.ca.gov/
WTP,WEITCHPEC WQ,real-time,/cgi-progs/queryF?WTP,167,41.1862,123.701,HUMBOLDT,KLAMATH R,http://cdec.water.ca.gov/
WBP,WEST BIG PINE,real-time,/cgi-progs/queryF?WBP,6360,34.69056,119.66444,SANTA BARBARA,SANTA YNEZ R,http://cdec.water.ca.gov/
WFR,WEST BRANCH FEATHER RIVER NEAR MAGALIA,real-time,/cgi-progs/queryF?WFR,1380,39.8139839172363,121.571182250977,BUTTE,FEATHER R,http://cdec.water.ca.gov/
WCI,WEST CANAL AT CLIFTON COURT INTAKE,real-time,/cgi-progs/queryF?WCI,0,37.8316,121.554,CONTRA COSTA,SAN JOAQUIN R,http://cdec.water.ca.gov/
WFM,WEST FORK MOJAVE RIVER UPPER CLEGHORN,real-time,/cgi-progs/queryF?WFM,3550,34.285,117.3711,SAN BERNARDINO,SAN BERNARDINO,http://cdec.water.ca.gov/
WPF,WEST PLAINFIELD,real-time,/cgi-progs/queryF?WPF,78,38.5719,121.8425,YOLO,PUTAH CR,http://cdec.water.ca.gov/
CVL,WEST WALKER NR HWY 395 BLW LITTLE WALKER,real-time,/cgi-progs/queryF?CVL,5520,38.515,119.454,MONO,WALKER R,http://cdec.water.ca.gov/
WWC,WEST WOODCHUCK MEADOW,real-time,/cgi-progs/queryF?WWC,9100,37.03,118.918,FRESNO,KINGS R,http://cdec.water.ca.gov/
WST,WESTFALL,real-time,/cgi-progs/queryF?WST,4880,37.4494,119.6497,MARIPOSA,FRESNO R,http://cdec.water.ca.gov/
WSW,WESTLEY WATERWAY,real-time,/cgi-progs/queryF?WSW,57,37.5576,121.1601,STANISLAUS,SAN JOAQUIN R,http://cdec.water.ca.gov/
WWS,WESTLEY WEATHER STATION,real-time,/cgi-progs/queryF?WWS,88,37.5172,121.2308,STANISLAUS,SAN JOAQUIN R,http://cdec.water.ca.gov/
WWD,WESTWOOD,real-time,/cgi-progs/queryF?WWD,5150,40.307,120.9,LASSEN,FEATHER R,http://cdec.water.ca.gov/
WTM,WET MEADOWS,real-time,/cgi-progs/queryF?WTM,8950,36.348,118.572,TULARE,KERN R,http://cdec.water.ca.gov/
WHI,WHISKEYTOWN DAM (USBR),real-time,/cgi-progs/queryF?WHI,1210,40.598,122.537,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
WSP,WHISPERING PINES,real-time,/cgi-progs/queryF?WSP,2700,38.8,122.717,LAKE,PUTAH CR,http://cdec.water.ca.gov/
WTK,WHITAKER,real-time,/cgi-progs/queryF?WTK,4120,34.569,118.74,LOS ANGELES,SANTA CLARA R,http://cdec.water.ca.gov/
WTC,WHITE CLOUD,real-time,/cgi-progs/queryF?WTC,4321,39.3167,120.8375,NEVADA,YUBA R,http://cdec.water.ca.gov/
WRV,WHITE RIVER AT ROAD 208,real-time,/cgi-progs/queryF?WRV,460,35.859,119.107,TULARE,WHITE R,http://cdec.water.ca.gov/
WRC,WHITE RIVER NEAR COHO,real-time,/cgi-progs/queryF?WRC,1080,35.817,118.84,TULARE,WHITE R,http://cdec.water.ca.gov/
WRD,WHITE RIVER NR DUCOR,real-time,/cgi-progs/queryF?WRD,715,35.8099517822266,118.918426513672,TULARE,WHITE R,http://cdec.water.ca.gov/
WHW,WHITE WOLF,real-time,/cgi-progs/queryF?WHW,7900,37.8595,119.6516,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
WCK,WHITEROCK CREEK,real-time,/cgi-progs/queryF?WCK,6650,35.205,118.411,KERN,CALIENTE CR,http://cdec.water.ca.gov/
WHT,WHITMORE (CDF),real-time,/cgi-progs/queryF?WHT,2454,40.6194,121.8994,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
WWP,WHITTIER HILLS WILDERNESS PRESERVE,real-time,/cgi-progs/queryF?WWP,950,33.984,118.01,LOS ANGELES,SAN GABRIEL R,http://cdec.water.ca.gov/
WLY,WILEY RIDGE,real-time,/cgi-progs/queryF?WLY,1665,34.3717,118.8408,VENTURA,VENTURA LA COASTAL,http://cdec.water.ca.gov/
WIL,WILLITS HOWARD RS,real-time,/cgi-progs/queryF?WIL,1925,39.3506,123.3217,MENDOCINO,RUSSIAN R,http://cdec.water.ca.gov/
WLB,WILLOW BROOK NEAR STONY POINT ROAD,real-time,/cgi-progs/queryF?WLB,30,38.275,122.711,SONOMA,PETALUMA R,http://cdec.water.ca.gov/
WCM,WILLOW CREEK AT MOUTH OF SAN JOAQUIN RIV,real-time,/cgi-progs/queryF?WCM,1200,37.15,119.459,MADERA,SAN JOAQUIN R,http://cdec.water.ca.gov/
WCD,WILLOW CREEK NEAR STANDISH,real-time,/cgi-progs/queryF?WCD,4030,40.3811683654785,120.434997558594,LASSEN,SURPRISE VALLEY,http://cdec.water.ca.gov/
WSL,WILLOW SLOUGH AT SB WEST BURROW PIT,real-time,/cgi-progs/queryF?WSL,28,38.9145889282227,121.627555847168,SUTTER,SACRAMENTO R,http://cdec.water.ca.gov/
WSD,WISHON DAM (PG&E),real-time,/cgi-progs/queryF?WSD,6550,37.003,118.986,FRESNO,KINGS R,http://cdec.water.ca.gov/
WLD,WOODLAND,real-time,/cgi-progs/queryF?WLD,70,38.688,121.795,YOLO,SACTO VLY WEST,http://cdec.water.ca.gov/
WRG,WRIGHTS LAKE,real-time,/cgi-progs/queryF?WRG,6900,38.847,120.233,EL DORADO,AMERICAN R,http://cdec.water.ca.gov/
YGF,YGNACIO VALLEY FIRE,real-time,/cgi-progs/queryF?YGF,83,37.938,122.028,CONTRA COSTA,EAST BAY,http://cdec.water.ca.gov/
YKL,YOKOHL CK - GARCIA BRIDGE,real-time,/cgi-progs/queryF?YKL,460,36.3275,119.0792,TULARE,KAWEAH R,http://cdec.water.ca.gov/
LIS,YOLO BYPASS AT LISBON,real-time,/cgi-progs/queryF?LIS,0,38.475,121.587,YOLO,SACRAMENTO R,http://cdec.water.ca.gov/
YBY,YOLO BYPASS NEAR WOODLAND,real-time,/cgi-progs/queryF?YBY,-3,38.6776809692383,121.64412689209,YOLO,SACRAMENTO R,http://cdec.water.ca.gov/
YOR,YORKVILLE,real-time,/cgi-progs/queryF?YOR,1100,38.9053,123.2314,MENDOCINO,RUSSIAN R,http://cdec.water.ca.gov/
YYV,YOSEMITE AT YOSEMITE VALLEY,real-time,/cgi-progs/queryF?YYV,4200,37.74,119.589,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
YOW,YOSEMITE NEAR WAWONA,real-time,/cgi-progs/queryF?YOW,4957,37.508,119.632,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
JBR,YUBA RIVER AT JONES BAR,real-time,/cgi-progs/queryF?JBR,1060,39.292,121.104,NEVADA,YUBA R,http://cdec.water.ca.gov/
YPB,YUBA RIVER AT PARKS BAR BRIDGE,real-time,/cgi-progs/queryF?YPB,0,39.2306,121.2817,YUBA,YUBA R,http://cdec.water.ca.gov/
SIM,YUBA RIVER AT SIMPSON LANE BRIDGE,real-time,/cgi-progs/queryF?SIM,65,39.142,121.576,YUBA,YUBA R,http://cdec.water.ca.gov/
MRY,YUBA RIVER NEAR MARYSVILLE,real-time,/cgi-progs/queryF?MRY,88,39.175724029541,121.524963378906,YUBA,YUBA R,http://cdec.water.ca.gov/
YRS,YUBA RIVER NEAR SMARTVILLE,real-time,/cgi-progs/queryF?YRS,280,39.2351722717285,121.274124145508,YUBA,YUBA R,http://cdec.water.ca.gov/
YUC,YUCCA VALLEY,real-time,/cgi-progs/queryF?YUC,3100,34.123,116.408,SAN BERNARDINO,WHITEWATER R,http://cdec.water.ca.gov/
ZPC,ZAPATO CHINO,real-time,/cgi-progs/queryF?ZPC,1150,36.016,120.293,FRESNO,LOS GATOS CR (NEAR COALINGA),http://cdec.water.ca.gov/
ZEN,ZENIA,real-time,/cgi-progs/queryF?ZEN,4000,40.208,123.46,TRINITY,EEL R,http://cdec.water.ca.gov/
5SI,5 STATION PRECIPITATION INDEX,daily,/cgi-progs/queryDaily?5SI,0,0,0,none specified,SAN JOAQUIN R,http://cdec.water.ca.gov/
8SI,8 STATION PRECIP INDEX,daily,/cgi-progs/queryDaily?8SI,0,39.9,120.9,PLUMAS,SACRAMENTO R,http://cdec.water.ca.gov/
8SM,8 STATION PRECIP INDEX (DWR-2),daily,/cgi-progs/queryDaily?8SM,0,39.9,120.9,PLUMAS,SACRAMENTO R,http://cdec.water.ca.gov/
AGW,A.G. WISHON (PG&E),daily,/cgi-progs/queryDaily?AGW,1000,37.151,119.505,MERCED,SAN JOAQUIN R,http://cdec.water.ca.gov/
ACN,ACTON,daily,/cgi-progs/queryDaily?ACN,2600,34.446,118.2,LOS ANGELES,SANTA CLARA R,http://cdec.water.ca.gov/
ADM,ADIN MOUNTAIN,daily,/cgi-progs/queryDaily?ADM,6200,41.237,120.792,MODOC,PIT R,http://cdec.water.ca.gov/
AGP,AGNEW PASS,daily,/cgi-progs/queryDaily?AGP,9450,37.7244,119.143,MADERA,SAN JOAQUIN R,http://cdec.water.ca.gov/
ALD,ALDER POINT,daily,/cgi-progs/queryDaily?ALD,923,40.232,123.712,HUMBOLDT,EEL R,http://cdec.water.ca.gov/
ALS,ALDER SPRINGS (USACE),daily,/cgi-progs/queryDaily?ALS,4500,39.65,122.725,GLENN,STONY CR,http://cdec.water.ca.gov/
ADS,ALDER SPRINGS NEAR ELK CREEK,daily,/cgi-progs/queryDaily?ADS,4500,39.65,122.725,GLENN,STONY CR,http://cdec.water.ca.gov/
ALY,ALLEGHANY,daily,/cgi-progs/queryDaily?ALY,4957,39.47,120.875,SIERRA,YUBA R,http://cdec.water.ca.gov/
ALP,ALPHA (SMUD),daily,/cgi-progs/queryDaily?ALP,7600,38.805,120.215,EL DORADO,AMERICAN R,http://cdec.water.ca.gov/
API,ALPINE,daily,/cgi-progs/queryDaily?API,2041,32.834,116.739,SAN DIEGO,SAN DIEGO R,http://cdec.water.ca.gov/
ALT,ALTURAS RS,daily,/cgi-progs/queryDaily?ALT,4400,41.5,120.55,MODOC,PIT R,http://cdec.water.ca.gov/
AMF,AMERICAN R AT FOLSOM,daily,/cgi-progs/queryDaily?AMF,0,38.683,121.183,SACRAMENTO,AMERICAN R,http://cdec.water.ca.gov/
AMD,AMMO DUMP,daily,/cgi-progs/queryDaily?AMD,1068,33.382,117.286,SAN DIEGO,SANTA MARGARITA R,http://cdec.water.ca.gov/
ANG,ANGWIN,daily,/cgi-progs/queryDaily?ANG,1815,38.5712,122.4332,NAPA,NAPA R,http://cdec.water.ca.gov/
ANT,ANTELOPE LAKE,daily,/cgi-progs/queryDaily?ANT,4960,40.18,120.607,PLUMAS,FEATHER R,http://cdec.water.ca.gov/
POP,ANTELOPE VALLEY CALIF POPPY RESERVE,daily,/cgi-progs/queryDaily?POP,2760,34.738,118.404,LOS ANGELES,ANTELOPE VALLEY,http://cdec.water.ca.gov/
ANC,ANTIOCH (USBR),daily,/cgi-progs/queryDaily?ANC,10,38.004,121.804,CONTRA COSTA,DELTA,http://cdec.water.ca.gov/
ANZ,ANZA,daily,/cgi-progs/queryDaily?ANZ,3920,33.5558,116.6744,RIVERSIDE,SAN JACINTO R,http://cdec.water.ca.gov/
ARW,ARDEN WAY,daily,/cgi-progs/queryDaily?ARW,35,38.596,121.413,SACRAMENTO,AMERICAN R,http://cdec.water.ca.gov/
ARS,ARROWHEAD SPRINGS HOTEL,daily,/cgi-progs/queryDaily?ARS,2000,34.184,117.264,SAN BERNARDINO,LYTLE CR,http://cdec.water.ca.gov/
ARG,ARROYO GRANDE,daily,/cgi-progs/queryDaily?ARG,600,35.117,120.417,SAN LUIS OBISPO,ARROYO GRANDE CREEK,http://cdec.water.ca.gov/
ARY,ARROYO SECO,daily,/cgi-progs/queryDaily?ARY,980,36.23,121.488,MONTEREY,SALINAS R,http://cdec.water.ca.gov/
ASC,ASH CREEK (USFS),daily,/cgi-progs/queryDaily?ASC,3200,41.276943,121.979446,SISKIYOU,MC CLOUD R,http://cdec.water.ca.gov/
ASM,ASH MOUNTAIN,daily,/cgi-progs/queryDaily?ASM,1708,36.483,118.833,TULARE,KAWEAH R,http://cdec.water.ca.gov/
AHV,ASH VALLEY,daily,/cgi-progs/queryDaily?AHV,5090,41.058,120.706,LASSEN,PIT R,http://cdec.water.ca.gov/
ATL,ATLAS PEAK,daily,/cgi-progs/queryDaily?ATL,1660,38.433,122.25,NAPA,NAPA R,http://cdec.water.ca.gov/
ATW,ATWELL CAMP,daily,/cgi-progs/queryDaily?ATW,6400,36.464,118.631,TULARE,KAWEAH R,http://cdec.water.ca.gov/
ADR,AUBURN DAM RIDGE,daily,/cgi-progs/queryDaily?ADR,1200,38.882,121.045,PLACER,AMERICAN R,http://cdec.water.ca.gov/
BAC,BACON ISLAND AT OLD RIVER,daily,/cgi-progs/queryDaily?BAC,0,37.972,121.571,SAN JOAQUIN,DELTA,http://cdec.water.ca.gov/
BFK,BAKERSFIELD AIRPORT,daily,/cgi-progs/queryDaily?BFK,494,35.434,119.054,KERN,TULARE LAKE,http://cdec.water.ca.gov/
BLH,BALCH PH,daily,/cgi-progs/queryDaily?BLH,1720,36.917,119.083,FRESNO,KINGS R,http://cdec.water.ca.gov/
BAL,BALCH PH (PG&E),daily,/cgi-progs/queryDaily?BAL,1720,36.909,119.089,FRESNO,KINGS R,http://cdec.water.ca.gov/
BDM,BALD MOUNTAIN (USBR),daily,/cgi-progs/queryDaily?BDM,4720,37.067,119.4,FRESNO,SAN JOAQUIN R,http://cdec.water.ca.gov/
BMT,BALD MOUNTAIN (USFS),daily,/cgi-progs/queryDaily?BMT,4680,38.9,120.683,EL DORADO,RUBICON R,http://cdec.water.ca.gov/
BGR,BANGOR,daily,/cgi-progs/queryDaily?BGR,800,39.380833,121.386108,BUTTE,YUBA R,http://cdec.water.ca.gov/
BKS,BARKER SLOUGH PUMPING PLANT (KG000000),daily,/cgi-progs/queryDaily?BKS,0,38.2759,121.7965,SOLANO,DELTA,http://cdec.water.ca.gov/
BRR,BARREL SPRINGS,daily,/cgi-progs/queryDaily?BRR,5835,41.9111,119.9389,State of Nevada,PIT R,http://cdec.water.ca.gov/
BTT,BATTERSON,daily,/cgi-progs/queryDaily?BTT,3160,37.383,119.617,MADERA,SAN JOAQUIN R,http://cdec.water.ca.gov/
BAT,BATTLE CREEK,daily,/cgi-progs/queryDaily?BAT,200,40.3982086181641,122.146385192871,TEHAMA,SACRAMENTO R,http://cdec.water.ca.gov/
BTR,BATTLE RIDGE,daily,/cgi-progs/queryDaily?BTR,3400,40.333,121.75,TEHAMA,SACTO VLY WEST,http://cdec.water.ca.gov/
BCH,BEACH MEADOWS,daily,/cgi-progs/queryDaily?BCH,7650,36.127,118.293,TULARE,KERN R,http://cdec.water.ca.gov/
BAR,BEAR,daily,/cgi-progs/queryDaily?BAR,319,37.367,120.217,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
MCK,BEAR CREEK AT MC KEE ROAD,daily,/cgi-progs/queryDaily?MCK,167,37.3092,120.4456,MERCED,SAN JOAQUIN R,http://cdec.water.ca.gov/
BRC,BEAR CREEK NEAR LODI,daily,/cgi-progs/queryDaily?BRC,60,38.074,121.211,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
BRP,BEAR PEAK,daily,/cgi-progs/queryDaily?BRP,8228,35.884,118.052,TULARE,KERN R,http://cdec.water.ca.gov/
BRE,BEAR R AT ROLLINS RESERVOIR,daily,/cgi-progs/queryDaily?BRE,1945,39.133,120.953,PLACER,BEAR R,http://cdec.water.ca.gov/
CFW,BEAR RIVER AT CAMP FAR WEST DAM,daily,/cgi-progs/queryDaily?CFW,260,39.05,121.317,YUBA,BEAR R,http://cdec.water.ca.gov/
BRM,BEAR TRAP MEADOW,daily,/cgi-progs/queryDaily?BRM,6800,36.676,118.858,TULARE,KAWEAH R,http://cdec.water.ca.gov/
BRD,BEARDSLEY LAKE,daily,/cgi-progs/queryDaily?BRD,3398,38.203,120.075,TUOLUMNE,STANISLAUS R,http://cdec.water.ca.gov/
BDL,BELDON LANDING,daily,/cgi-progs/queryDaily?BDL,0,38.1869,121.9708,SOLANO,SACRAMENTO R,http://cdec.water.ca.gov/
BEC,BELL CANYON,daily,/cgi-progs/queryDaily?BEC,750,33.5517,117.5731,ORANGE,SANTA ANA R,http://cdec.water.ca.gov/
BLT,BEN BOLT,daily,/cgi-progs/queryDaily?BLT,1138,38.586,121.017,EL DORADO,COSUMNES R,http://cdec.water.ca.gov/
BLO,BEN LOMOND (CDF),daily,/cgi-progs/queryDaily?BLO,2630,37.132,122.17,SANTA CRUZ,SAN LORENZO R,http://cdec.water.ca.gov/
BTN,BENTON,daily,/cgi-progs/queryDaily?BTN,5450,37.843,118.478,MONO,OWENS R,http://cdec.water.ca.gov/
BER,BERRYESSA,daily,/cgi-progs/queryDaily?BER,456,38.513,122.104,NAPA,PUTAH CR,http://cdec.water.ca.gov/
BTA,BETA,daily,/cgi-progs/queryDaily?BTA,7600,38.8,120.2,EL DORADO,AMERICAN R,http://cdec.water.ca.gov/
BET,BETHEL ISLAND,daily,/cgi-progs/queryDaily?BET,9,38.042,121.642,CONTRA COSTA,DELTA,http://cdec.water.ca.gov/
